0.00000000E+00	-1.67504880E+01	
1.00000000E+00	-1.59098389E+01	
2.00000000E+00	-1.50668626E+01	
3.00000000E+00	-1.37236182E+01	
4.00000000E+00	-1.28836697E+01	
5.00000000E+00	-1.28774071E+01	
6.00000000E+00	-2.27292698E+01	
7.00000000E+00	-2.20202986E+01	
8.00000000E+00	-2.17515384E+01	
9.00000000E+00	-2.86282095E+01	
1.00000000E+01	-2.32134101E+01	
1.10000000E+01	-1.51682419E+01	
1.20000000E+01	-1.01433248E+01	
1.30000000E+01	-1.04767763E+01	
1.40000000E+01	-1.05776996E+01	
1.50000000E+01	-1.08682821E+01	
1.60000000E+01	-1.11305659E+01	
1.70000000E+01	-1.12251666E+01	
1.80000000E+01	-1.15454377E+01	
1.90000000E+01	-1.18474333E+01	
2.00000000E+01	-2.16873316E+01	
2.10000000E+01	-2.12692345E+01	
2.20000000E+01	-1.99543869E+01	
2.30000000E+01	-2.04868184E+01	
2.40000000E+01	-2.38055505E+01	
2.50000000E+01	-1.54262432E+01	
2.60000000E+01	-1.08506323E+01	
2.70000000E+01	-1.12800647E+01	
2.80000000E+01	-1.16009192E+01	
2.90000000E+01	-1.17577614E+01	
3.00000000E+01	-1.17661713E+01	
3.10000000E+01	-1.16036288E+01	
3.20000000E+01	-1.13237488E+01	
3.30000000E+01	-1.10583771E+01	
3.40000000E+01	-1.40232945E+01	
3.50000000E+01	-2.21162634E+01	
3.60000000E+01	-2.00591829E+01	
3.70000000E+01	-1.98977561E+01	
3.80000000E+01	-2.16507437E+01	
3.90000000E+01	-2.44198761E+01	
4.00000000E+01	-1.13127944E+01	
4.10000000E+01	-1.09945944E+01	
4.20000000E+01	-1.15048419E+01	
4.30000000E+01	-1.14492175E+01	
4.40000000E+01	-1.11840052E+01	
4.50000000E+01	-1.10310161E+01	
4.60000000E+01	-1.10008591E+01	
4.70000000E+01	-1.08354378E+01	
4.80000000E+01	-1.36249233E+01	
4.90000000E+01	-2.42141002E+01	
5.00000000E+01	-2.13335098E+01	
5.10000000E+01	-2.13646343E+01	
5.20000000E+01	-2.16213167E+01	
5.30000000E+01	-3.44599240E+01	
5.40000000E+01	-1.12384101E+01	
5.50000000E+01	-1.13377907E+01	
5.60000000E+01	-1.15823431E+01	
5.70000000E+01	-1.16075268E+01	
5.80000000E+01	-1.15626205E+01	
5.90000000E+01	-1.13886340E+01	
6.00000000E+01	-1.11386058E+01	
6.10000000E+01	-1.09142525E+01	
6.20000000E+01	-1.82899537E+01	
6.30000000E+01	-3.55721012E+01	
6.40000000E+01	-2.11297523E+01	
6.50000000E+01	-1.98511966E+01	
6.60000000E+01	-2.07325490E+01	
6.70000000E+01	-1.61291874E+01	
6.80000000E+01	-1.04102357E+01	
6.90000000E+01	-1.10066492E+01	
7.00000000E+01	-1.14138437E+01	
7.10000000E+01	-1.14741282E+01	
7.20000000E+01	-1.17058763E+01	
7.30000000E+01	-1.15198534E+01	
7.40000000E+01	-1.13108010E+01	
7.50000000E+01	-1.91333586E+01	
7.60000000E+01	-2.36682961E+01	
7.70000000E+01	-2.52797461E+01	
7.80000000E+01	-2.13865538E+01	
7.90000000E+01	-2.24195145E+01	
8.00000000E+01	-1.60193789E+01	
8.10000000E+01	-1.46445906E+01	
8.20000000E+01	-1.40434216E+01	
8.30000000E+01	-1.19582790E+01	
8.40000000E+01	-1.16750996E+01	
8.50000000E+01	-1.10873302E+01	
8.60000000E+01	-1.08904211E+01	
8.70000000E+01	-1.03576769E+01	
8.80000000E+01	-9.97512373E+00	
8.90000000E+01	-1.44147000E+01	
9.00000000E+01	-2.21012809E+01	
9.10000000E+01	-2.48576099E+01	
9.20000000E+01	-1.91689632E+01	
9.30000000E+01	-1.90427333E+01	
9.40000000E+01	-2.18531584E+01	
9.50000000E+01	-1.32279519E+01	
9.60000000E+01	-1.31279284E+01	
9.70000000E+01	-1.34294144E+01	
9.80000000E+01	-1.08094080E+01	
9.90000000E+01	-1.09665615E+01	
1.00000000E+02	-1.08953702E+01	
1.01000000E+02	-1.29734943E+01	
1.02000000E+02	-1.86668866E+01	
1.03000000E+02	-1.85931573E+01	
1.04000000E+02	-2.04648506E+01	
1.05000000E+02	-2.20581111E+01	
1.06000000E+02	-1.88926278E+01	
1.07000000E+02	-1.77642611E+01	
1.08000000E+02	-1.61172957E+01	
1.09000000E+02	-1.60412272E+01	
1.10000000E+02	-1.62260988E+01	
1.11000000E+02	-1.61427872E+01	
1.12000000E+02	-1.68121262E+01	
1.13000000E+02	-1.71110446E+01	
1.14000000E+02	-1.74000050E+01	
1.15000000E+02	-1.29348875E+01	
1.16000000E+02	-2.16451116E+01	
1.17000000E+02	-2.04251568E+01	
1.18000000E+02	-1.95680961E+01	
1.19000000E+02	-1.91245224E+01	
1.20000000E+02	-1.67298407E+01	
1.21000000E+02	-1.12212682E+01	
1.22000000E+02	-1.11701085E+01	
1.23000000E+02	-1.10716441E+01	
1.24000000E+02	-1.32764551E+01	
1.25000000E+02	-1.34391521E+01	
1.26000000E+02	-2.87690318E+01	
1.27000000E+02	-2.23048573E+01	
1.28000000E+02	-2.21288883E+01	
1.29000000E+02	-2.74502581E+01	
1.30000000E+02	-2.21225948E+01	
1.31000000E+02	-1.31199875E+01	
1.32000000E+02	-1.02022127E+01	
1.33000000E+02	-1.07326470E+01	
1.34000000E+02	-1.11508367E+01	
1.35000000E+02	-1.13160105E+01	
1.36000000E+02	-1.12137590E+01	
1.37000000E+02	-1.12592632E+01	
1.38000000E+02	-1.14355087E+01	
1.39000000E+02	-1.41638626E+01	
1.40000000E+02	-2.48472392E+01	
1.41000000E+02	-2.29139253E+01	
1.42000000E+02	-2.33650666E+01	
1.43000000E+02	-2.59941972E+01	
1.44000000E+02	-1.65318649E+01	
1.45000000E+02	-1.09370296E+01	
1.46000000E+02	-1.11757919E+01	
1.47000000E+02	-1.15569990E+01	
1.48000000E+02	-1.17879349E+01	
1.49000000E+02	-1.19043855E+01	
1.50000000E+02	-1.17522718E+01	
1.51000000E+02	-1.14928957E+01	
1.52000000E+02	-1.09780964E+01	
1.53000000E+02	-1.01373087E+01	
1.54000000E+02	-1.21689909E+01	
1.55000000E+02	-2.54706931E+01	
1.56000000E+02	-2.08412028E+01	
1.57000000E+02	-1.97371458E+01	
1.58000000E+02	-2.06421139E+01	
1.59000000E+02	-2.17779679E+01	
1.60000000E+02	-1.05921381E+01	
1.61000000E+02	-1.12275932E+01	
1.62000000E+02	-1.13826773E+01	
1.63000000E+02	-1.14966286E+01	
1.64000000E+02	-1.13687816E+01	
1.65000000E+02	-1.12395324E+01	
1.66000000E+02	-1.12082550E+01	
1.67000000E+02	-1.10685799E+01	
1.68000000E+02	-1.08595446E+01	
1.69000000E+02	-1.23600472E+01	
1.70000000E+02	-2.43751634E+01	
1.71000000E+02	-2.68507526E+01	
1.72000000E+02	-2.43559197E+01	
1.73000000E+02	-2.22444649E+01	
1.74000000E+02	-2.67502034E+01	
1.75000000E+02	-1.24601166E+01	
1.76000000E+02	-1.27868764E+01	
1.77000000E+02	-1.37543745E+01	
1.78000000E+02	-1.50188631E+01	
1.79000000E+02	-1.56299537E+01	
1.80000000E+02	-1.62825203E+01	
1.81000000E+02	-1.74769340E+01	
1.82000000E+02	-1.95642479E+01	
1.83000000E+02	-1.36880495E+01	
1.84000000E+02	-9.88122413E+00	
1.85000000E+02	-1.01495363E+01	
1.86000000E+02	-1.04336471E+01	
1.87000000E+02	-1.05624906E+01	
1.88000000E+02	-1.15676111E+01	
1.89000000E+02	-1.66925893E+01	
1.90000000E+02	-1.64754258E+01	
1.91000000E+02	-1.49860273E+01	
1.92000000E+02	-1.39897623E+01	
1.93000000E+02	-1.31230045E+01	
1.94000000E+02	-1.23537901E+01	
1.95000000E+02	-1.62611325E+01	
1.96000000E+02	-1.31649278E+01	
1.97000000E+02	-9.37729032E+00	
1.98000000E+02	-4.23490016E+00	
1.99000000E+02	-1.46246691E+01	
2.00000000E+02	-1.79050060E+01	
2.01000000E+02	-1.94895107E+01	
2.02000000E+02	-1.91332628E+01	
2.03000000E+02	-1.83919196E+01	
2.04000000E+02	-1.70203467E+01	
2.05000000E+02	-1.42011191E+01	
2.06000000E+02	-8.87397506E+00	
2.07000000E+02	-1.66462155E+00	
2.08000000E+02	-1.01946382E+01	
2.09000000E+02	-1.33992592E+01	
2.10000000E+02	-1.03863902E+01	
2.11000000E+02	-9.99036937E+00	
2.12000000E+02	-1.03461196E+01	
2.13000000E+02	-1.06588883E+01	
2.14000000E+02	-1.08695067E+01	
2.15000000E+02	-1.10525090E+01	
2.16000000E+02	-1.10426295E+01	
2.17000000E+02	-1.08841167E+01	
2.18000000E+02	-1.05170659E+01	
2.19000000E+02	-9.66981343E+00	
2.20000000E+02	-9.38053286E+00	
2.21000000E+02	-1.01629269E+01	
2.22000000E+02	-1.11998244E+01	
2.23000000E+02	-7.67328790E+00	
2.24000000E+02	-6.12304460E+00	
2.25000000E+02	-1.39636807E+01	
2.26000000E+02	-1.96667753E+01	
2.27000000E+02	-2.14012315E+01	
2.28000000E+02	-1.99304485E+01	
2.29000000E+02	-1.96457490E+01	
2.30000000E+02	-1.97484024E+01	
2.31000000E+02	-2.05898543E+01	
2.32000000E+02	-2.11530800E+01	
2.33000000E+02	-2.01824430E+01	
2.34000000E+02	-1.64396689E+01	
2.35000000E+02	-9.80664702E+00	
2.36000000E+02	-5.92067071E+00	
2.37000000E+02	-1.06176728E+01	
2.38000000E+02	-1.35783914E+01	
2.39000000E+02	-1.05002006E+01	
2.40000000E+02	-1.11632100E+01	
2.41000000E+02	-1.16526185E+01	
2.42000000E+02	-1.20334848E+01	
